datasheet_id,name,description,range,type,A,BS_WS,S,AP,D
838,Arc scourge,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,4,2,5,-1,1
838,Cawl’s Omnissian axe,,Melee,Melee,4,2,8,-2,2
838,Mechadendrite hive,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,2D6,3,4,0,1
839,Eradication ray – dissipated,,24,Ranged,D3,3,6,-1,1
839,Eradication ray – focused,,12,Ranged,D3,3,6,-2,2
839,Macrostubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,5,3,4,0,1
839,Phosphor serpenta,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,3,5,-1,2
839,Volkite blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",24,Ranged,3,3,5,0,2
839,Omnissian axe,,Melee,Melee,4,3,6,-2,2
840,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,6,-1,1
840,Omnissian axe,,Melee,Melee,3,4,6,-2,2
840,Servo-arm,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,1,4,6,-2,2
841,Heavy arc rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",30,Ranged,2,4,8,-2,3
841,Torsion cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",36,Ranged,D3,4,6,-2,2
841,Arc claw,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>",Melee,Melee,4,4,5,-1,1
841,Hydraulic claw,,Melee,Melee,2,4,8,-2,3
842,Cognis flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
842,Heavy grav-cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 2+</a>",30,Ranged,4,4,6,-1,2
842,Kataphron plasma culverin – standard,,36,Ranged,4,4,7,-2,1
842,Kataphron plasma culverin – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",36,Ranged,4,4,8,-3,2
842,Phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,4,5,0,1
842,Close combat weapon,,Melee,Melee,2,4,5,0,1
843,Electroleech stave,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,2,3,6,-1,2
844,Electrostatic gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",12,Ranged,3,3,5,0,1
844,Electrostatic gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",Melee,Melee,3,4,5,0,1
845,Heavy phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",36,Ranged,3,4,6,-1,2
845,Incendine combustor,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,6,-1,1
845,Kastelan phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",24,Ranged,3,4,6,-1,1
845,Twin Kastelan phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,3,4,6,-1,1
845,Close combat weapon,,Melee,Melee,3,4,6,0,1
845,Kastelan fist,,Melee,Melee,4,4,12,-2,3
845,Twin Kastelan fist,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,4,4,12,-2,3
846,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,6,-1,1
846,Power fist,,Melee,Melee,2,3,8,-2,2
847,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,6,5,-1,2
847,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,6,9,-4,D6
847,Plasma cannon – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",36,Ranged,D3,6,7,-2,1
847,Plasma cannon – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",36,Ranged,D3,6,8,-3,2
847,Servitor’s servo-arm,,Melee,Melee,1,5,8,-2,3
847,Servitor’s tools,,Melee,Melee,1,5,3,0,1
848,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,4,6,-1,1
848,Arc rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",30,Ranged,1,4,8,-1,D3
848,Galvanic rifle,,30,Ranged,2,4,4,0,1
848,Plasma caliver – standard,,30,Ranged,2,4,7,-2,1
848,Plasma caliver – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",30,Ranged,2,4,8,-3,2
848,Transuranic arquebus,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",36,Ranged,1,4,7,-2,D3
848,Alpha combat weapon,,Melee,Melee,2,4,5,-1,1
848,Close combat weapon,,Melee,Melee,1,4,3,0,1
849,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,4,6,-1,1
849,Arc rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",30,Ranged,1,4,8,-1,D3
849,Plasma caliver – standard,,30,Ranged,2,4,7,-2,1
849,Plasma caliver – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",30,Ranged,2,4,8,-3,2
849,Radium carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>",18,Ranged,3,4,3,0,1
849,Transuranic arquebus,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",36,Ranged,1,4,7,-2,D3
849,Alpha combat weapon,,Melee,Melee,2,4,5,-1,1
849,Close combat weapon,,Melee,Melee,1,4,3,0,1
850,Flechette blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,5,4,3,0,1
850,Stubcarbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,3,4,4,0,1
850,Power weapon,,Melee,Melee,4,4,4,-2,1
850,Taser goad,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",Melee,Melee,3,4,6,-1,1
851,Transonic blades,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,5,4,5,-1,1
851,Transonic blades and chordclaw,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,5,4,5,-2,1
851,Transonic razor and chordclaw,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,3,4,5,-2,2
852,Twin cognis autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,4,4,9,-1,3
852,Twin cognis lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,2,4,12,-3,D6+1
852,Ironstrider feet,,Melee,Melee,3,4,5,0,1
853,Phosphor serpenta,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,4,5,-1,2
853,Taser lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-walker 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",Melee,Melee,4,4,7,-2,2
854,Cognis heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,4,4,0,1
854,Daedalus missile launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",48,Ranged,2,4,10,-2,D6+1
854,Eradication beamer – dissipated,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3D3,4,9,-2,2
854,Eradication beamer – focused,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",18,Ranged,3D3,4,10,-3,3
854,Neutron laser,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,3,4,16,-4,D6+2
854,Icarus array,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,6,4,8,-1,2
854,Twin Onager heavy phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,12,4,6,-1,2
854,Dunecrawler legs,,Melee,Melee,3,4,6,0,1
855,Ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+1,3,5,0,1
855,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
855,Questoris heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,-1,1
855,Rapid-fire battle cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire d6+3</a>",72,Ranged,D6+3,3,10,-1,3
855,Stormspear rocket pod,,48,Ranged,3,3,8,-2,D6
855,Twin Icarus autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,3,3,7,-1,2
855,Reaper chainsword – strike,,Melee,Melee,4,3,14,-4,6
855,Reaper chainsword – sweep,,Melee,Melee,12,3,9,-3,2
855,Thunderstrike gauntlet – strike,,Melee,Melee,4,3,20,-3,8
855,Thunderstrike gauntlet – sweep,,Melee,Melee,8,3,10,-2,3
856,Ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+1,3,5,0,1
856,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
856,Questoris heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,-1,1
856,Stormspear rocket pod,,48,Ranged,3,3,8,-2,D6
856,Thermal cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 6</a>",24,Ranged,2D3,3,12,-4,D6
856,Twin Icarus autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,3,3,7,-1,2
856,Reaper chainsword – strike,,Melee,Melee,4,3,14,-4,6
856,Reaper chainsword – sweep,,Melee,Melee,12,3,9,-3,2
856,Thunderstrike gauntlet – strike,,Melee,Melee,4,3,20,-3,8
856,Thunderstrike gauntlet – sweep,,Melee,Melee,8,3,10,-2,3
857,Avenger gatling cannon,,36,Ranged,18,3,6,-2,2
857,Heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
857,Ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+1,3,5,0,1
857,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
857,Questoris heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,-1,1
857,Stormspear rocket pod,,48,Ranged,3,3,8,-2,D6
857,Twin Icarus autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,3,3,7,-1,2
857,Reaper chainsword – strike,,Melee,Melee,4,3,14,-4,6
857,Reaper chainsword – sweep,,Melee,Melee,12,3,9,-3,2
857,Thunderstrike gauntlet – strike,,Melee,Melee,4,3,20,-3,8
857,Thunderstrike gauntlet – sweep,,Melee,Melee,8,3,10,-2,3
858,Ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+1,3,5,0,1
858,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
858,Questoris heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,-1,1
858,Stormspear rocket pod,,48,Ranged,3,3,8,-2,D6
858,Twin Icarus autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,3,3,7,-1,2
858,Reaper chainsword – strike,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,6,2,14,-4,6
858,Reaper chainsword – sweep,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,18,2,9,-3,2
858,Thunderstrike gauntlet – strike,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,6,2,20,-3,8
858,Thunderstrike gauntlet – sweep,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,12,2,10,-2,3
859,Avenger gatling cannon,,36,Ranged,18,3,6,-2,2
859,Heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
859,Ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+1,3,5,0,1
859,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
859,Questoris heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,-1,1
859,Rapid-fire battle cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire d6+3</a>",72,Ranged,D6+3,3,10,-1,3
859,Stormspear rocket pod,,48,Ranged,3,3,8,-2,D6
859,Thermal cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 6</a>",24,Ranged,2D3,3,12,-4,D6
859,Twin Icarus autocannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,3,3,7,-1,2
859,Titanic feet,,Melee,Melee,4,4,8,-1,2
860,Acastus autocannon,,48,Ranged,2,3,9,-1,3
860,Acastus ironstorm missile pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+6,3,5,0,1
860,Helios defence missiles,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,3,3,10,-2,D6
860,Lascannon,,48,Ranged,1,3,12,-3,D6+1
860,Twin magna lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",72,Ranged,D6,3,18,-4,D6+6
860,Titanic feet,,Melee,Melee,6,4,10,-1,2
861,Acheron flame cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",18,Ranged,2D6,N/A,8,-1,2
861,Twin heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,5,-1,2
861,Reaper chainfist – strike,,Melee,Melee,4,3,14,-4,6
861,Reaper chainfist – sweep,,Melee,Melee,12,3,9,-3,2
862,Atrapos lascutter – low intensity,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,2D6,3,7,-1,2
862,Atrapos lascutter – high intensity,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,D6,3,14,-3,4
862,Graviton singularity cannon – contained,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,3,16,-4,D6+1
862,Graviton singularity cannon – singularity,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",24,Ranged,D3,3,16,-4,D6+1
862,Atrapos lascutter – low intensity,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,12,3,7,-1,2
862,Atrapos lascutter – high intensity,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,6,3,14,-3,4
863,Castigator bolt cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,18,3,6,-2,2
863,Tempest warblade – strike,,Melee,Melee,4,3,14,-4,6
863,Tempest warblade – sweep,,Melee,Melee,12,3,9,-3,2
864,Cerastus shock lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",12,Ranged,6,3,6,0,2
864,Cerastus shock lance – strike,"<a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>",Melee,Melee,5,2,20,-3,8
864,Cerastus shock lance – sweep,,Melee,Melee,10,2,10,-2,3
865,Lightning cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",48,Ranged,12,3,9,0,2
865,Phased plasma-fusil,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,8,-3,2
865,Twin rad cleanser,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,D6,N/A,2,0,1
865,Hekaton siege claw – strike,,Melee,Melee,4,3,20,-3,8
865,Hekaton siege claw – sweep,,Melee,Melee,8,3,10,-2,3
865,Reaper chainsword – strike,,Melee,Melee,4,3,14,-4,6
865,Reaper chainsword – sweep,,Melee,Melee,12,3,9,-3,2
866,Graviton crusher,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,3,3,6,-1,2
866,Twin rad cleanser,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,D6,N/A,2,0,1
866,Volkite chierovile,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",30,Ranged,12,3,12,0,3
866,Hekaton siege claw – strike,,Melee,Melee,4,3,20,-3,8
866,Hekaton siege claw – sweep,,Melee,Melee,8,3,10,-2,3
866,Reaper chainsword – strike,,Melee,Melee,4,3,14,-4,6
866,Reaper chainsword – sweep,,Melee,Melee,12,3,9,-3,2
867,Warhound inferno gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",24,Ranged,3D6,N/A,7,-2,3
867,Warhound plasma blastgun – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",72,Ranged,2D6+3,3,9,-3,4
867,Warhound plasma blastgun – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",72,Ranged,2D6+3,3,10,-3,5
867,Warhound turbo-laser destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",72,Ranged,D3+3,3,20,-3,2D6
867,Warhound vulcan mega-bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",48,Ranged,20,3,6,-1,2
867,Warhound feet,,Melee,Melee,8,4,10,-1,2
868,Reaver apocalypse launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",200,Ranged,3D6,3,7,-1,2
868,Reaver gatling blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",72,Ranged,12,3,8,-2,3
868,Reaver laser blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",72,Ranged,8,3,20,-3,D6+2
868,Reaver melta cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 4</a>",48,Ranged,D6+2,3,13,-4,6
868,Reaver volcano cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",120,Ranged,D3+1,3,24,-5,14
868,Reaver feet,,Melee,Melee,8,4,12,-2,4
868,Reaver power fist – strike,,Melee,Melee,6,4,20,-4,14
