datasheet_id,line,button,description
771,2,•,This model can be equipped with 1 hunter-killer missile.
771,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
772,1,•,"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"
772,2,•,This model can be equipped with 1 hunter-killer missile.
772,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
773,1,•,This model’s heavy bombs can be replaced with 1 inferno bombs.
774,1,•,This model can be equipped with 1 hellstrike missile rack.
775,1,•,None
776,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
777,1,•,"This model’s autocannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 lascannon</li></ul>"
777,2,•,This model can be equipped with 1 hunter-killer missile.
777,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
778,1,•,"This model’s heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 multi-laser</li></ul>"
779,1,•,None
780,1,•,None
781,1,•,This model can be equipped with 1 Lightning hellstrike rack.
783,1,•,2 of this model’s Vendetta twin lascannons can be replaced with 1 Vendetta hellstrike rack.
783,2,•,This model can be equipped with 2 heavy bolters.
784,1,•,This model’s 2 multiple rocket pods and Vulture hellstrike rack can be replaced with 2 Vulture gatling cannons.
785,1,•,Any number of gate tower section’s twin heavy bolters can each be replaced with 1 twin lascannon.
785,2,•,"Each tower section can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 twin lascannon</li><li>1 twin heavy bolter</li></ul>"
786,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 Primaris air defence missiles</li><li>1 battle cannon</li><li>1 Primaris Icarus lascannon</li><li>1 Primaris Icarus quad lascannon</li><li>1 multi-melta</li><li>1 Primaris quad-gun</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li><li>1 twin lascannon</li><li>1 Primaris castellan launcher</li><li>1 Primaris vengeance launcher </li></ul>"
786,2,•,This model can be equipped with up to 4 heavy bolters.
839,1,•,This model’s macrostubber can be replaced with 1 phosphor serpenta.
839,2,•,This model’s volkite blaster can be replaced with 1 eradication ray.
841,1,•,Any number of models can each have their heavy arc rifle replaced with 1 torsion cannon.
841,2,•,Any number of models can each have their arc claw replaced with 1 hydraulic claw.
842,1,•,Any number of models can each have their heavy grav-cannon replaced with 1 Kataphron plasma culverin.
842,2,•,Any number of models can each have their phosphor blaster replaced with 1 cognis flamer.
845,1,•,"Any number of models can each have their twin Kastelan fist replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Kastelan phosphor blaster and 1 Kastelan fist</li><li>1 twin Kastelan phosphor blaster and 1 close combat weapon</li></ul>"
845,2,•,Any number of models can each have their incendine combustor replaced with 1 heavy phosphor blaster.
847,1,•,"Up to 2 models can each have their Servitor’s servo-arm replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter and 1 Servitor’s tools</li><li>1 multi-melta and 1 Servitor’s tools</li><li>1 plasma cannon and 1 Servitor’s tools</li></ul>"
848,1,•,The Skitarii Ranger Alpha can be equipped with 1 Alpha combat weapon.
848,2,•,The Skitarii Ranger Alpha’s galvanic rifle can be replaced with 1 Mechanicus pistol.
848,3,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 arc rifle.
848,4,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 plasma caliver.
848,5,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 transuranic arquebus.
848,6,•,"1 Skitarii Ranger equipped with a galvanic rifle can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"
848,7,*,* That model’s galvanic rifle cannot be replaced.
849,1,•,The Skitarii Vanguard Alpha can be equipped with 1 Alpha combat weapon.
849,2,•,The Skitarii Vanguard Alpha’s radium carbine can be replaced with 1 Mechanicus pistol.
849,3,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 arc rifle.
849,4,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 plasma caliver.
849,5,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 transuranic arquebus.
849,6,•,"1 Skitarii Vanguard equipped with a radium carbine can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"
849,7,*,* That model’s radium carbine cannot be replaced.
850,1,•,Any number of models can each have their stubcarbine and power weapon replaced with 1 flechette blaster and 1 taser goad.
851,1,•,Any number of Sicarian Ruststalkers can each have their transonic razor and chordclaw replaced with 1 transonic blades.
851,2,•,The Sicarian Ruststalker Princeps’ transonic razor and chordclaw can be replaced with 1 transonic blades and chordclaw.
852,1,•,Any number of models can each have their twin cognis autocannon replaced with 1 twin cognis lascannon.
854,1,•,"This model’s eradication beamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 daedalus missile launcher and 1 Icarus array</li><li>1 neutron laser and 1 cognis heavy stubber</li><li>1 twin Onager heavy phosphor blaster</li></ul>"
854,2,•,This model can be equipped with 1 additional cognis heavy stubber.
854,3,•,This model can be equipped with 1 broad spectrum data-tether.
855,1,•,This model’s meltagun can be replaced with 1 Questoris heavy stubber.
855,2,•,This model’s reaper chainsword can be replaced with 1 thunderstrike gauntlet.
855,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li><li>1 twin Icarus autocannon</li></ul>"
856,1,•,This model’s meltagun can be replaced with 1 Questoris heavy stubber.
856,2,•,This model’s reaper chainsword can be replaced with 1 thunderstrike gauntlet.
856,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li><li>1 twin Icarus autocannon</li></ul>"
857,1,•,This model’s meltagun can be replaced with 1 Questoris heavy stubber.
857,2,•,This model’s reaper chainsword can be replaced with 1 thunderstrike gauntlet.
857,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li><li>1 twin Icarus autocannon</li></ul>"
858,1,•,This model’s meltagun can be replaced with 1 Questoris heavy stubber.
858,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li><li>1 twin Icarus autocannon</li></ul>"
859,1,•,This model’s meltagun can be replaced with 1 Questoris heavy stubber.
859,2,•,"This model’s thermal cannon can be replaced with:<ul style=""list-style-type:circle""><li>1 rapid-fire battle cannon and 1 Questoris heavy stubber</li></ul>"
859,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li><li>1 twin Icarus autocannon</li><b></b><br></ul>"
860,1,•,"This model’s 2 Acastus autocannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons</li><li>1 Acastus autocannon and 1 lascannon</li></ul>"
860,2,•,This model’s Acastus ironstorm missile pod can be replaced with 1 helios defence missiles.
861,1,•,None
862,1,•,None
863,1,•,None
864,1,•,None
865,1,•,This model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.
866,1,•,This model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.
867,1,•,"This model’s Warhound plasma blastgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Warhound inferno gun</li><li>1 Warhound turbo-laser destructor</li><li>1 Warhound vulcan mega-bolter</li></ul>"
867,2,•,"This model’s Warhound vulcan mega-bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Warhound inferno gun</li><li>1 Warhound plasma blastgun</li><li>1 Warhound turbo-laser destructor</li></ul>"
868,1,•,"This model’s Reaver gatling blaster can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Reaver laser blaster</li><li>1 Reaver melta cannon</li><li>1 Reaver volcano cannon</li><li>1 Reaver power fist</li></ul>"
868,2,•,"This model’s Reaver laser blaster can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Reaver gatling blaster</li><li>1 Reaver melta cannon</li><li>1 Reaver volcano cannon</li></ul>"
869,1,•,This model’s 2 apocalypse launchers can be replaced with 2 laser blasters.
869,2,•,"This model’s arioch power claw can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 belicosa volcano cannon</li><li>1 macro gatling blaster</li><li>1 mori quake cannon</li><li>1 sunfury plasma annihilator</li></ul>"
869,3,•,"This model’s macro gatling blaster can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 arioch power claw</li><li>1 belicosa volcano cannon</li><li>1 mori quake cannon</li><li>1 sunfury plasma annihilator</li></ul>"
875,1,•,None
877,1,•,This model’s bolt pistol can be replaced with 1 combi-weapon.
877,2,•,This model’s blessed wardings can be replaced with 1 psychic gifts and 1 Psychic Shock Wave.
877,3,•,"If this model is equipped with 1 psychic gifts, its Inquisitorial melee weapon can be replaced with 1 force weapon."
882,1,•,Any number of models can each have their guardian spear replaced with 1 sentinel blade and 1 praesidium shield.
882,2,•,"1 model’s guardian spear can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 vexilla and 1 misericordia</li><li>1 vexilla, 1 misericordia and 1 praesidium shield</li></ul>"
883,1,•,This model’s multi-melta can be replaced with 1 Kheres-pattern assault cannon.
884,1,•,This model can be equipped with 1 hunter-killer missile.
884,2,•,This model can be equipped with 1 storm bolter.
894,1,•,None
895,1,•,None
897,1,•,"Any number of models can each have their twin penitent buzz-blades replaced with one of the following:<ul style=""list-style-type:circle""><li>1 penitent buzz-blade and 1 penitent flail</li><li>1 twin penitent flails</li></ul>"
899,1,•,"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 condemnor boltgun</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>"
899,2,•,"This model’s hallowed chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blessed blade</li><li>1 power weapon</li></ul>"
899,3,•,"If this model is equipped with a hallowed chainsword, it can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 brazier of holy fire</li><li>1 null rod</li></ul>"
899,4,•,"If this model is equipped with a plasma pistol and a power weapon, it can be equipped with:<ul style=""list-style-type:circle""><li>1 rod of office</li></ul>"
903,1,•,"The Sister Superior’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 combi-weapon</li><li>1 condemnor boltgun</li><li>1 inferno pistol</li><li>1 Ministorum hand flamer</li><li>1 plasma pistol</li></ul>"
